order_id,date,sku,product_name,quantity,unit_price,revenue,channel,city,customer_email
ORD10095,2026-04-10,SKU001,Wireless Earbuds,2,1499,2998,Mobile App,Mumbai,benjamin96@example.com
ORD10096,2026-04-10,SKU008,Screen Protector,1,199,199,Mobile App,Mumbai,samuel81@example.com
ORD10097,2026-04-10,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Bangalore,jonathanfletcher@example.org
ORD10098,2026-04-10,SKU005,Smart Watch,2,4999,9998,Amazon,Bangalore,michaeljones@example.net
ORD10099,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Delhi,cindy14@example.net
ORD10100,2026-04-10,SKU002,Phone Case,2,399,798,Amazon,Mumbai,elizabeth56@example.net
ORD10101,2026-04-10,SKU005,Smart Watch,1,4999,4999,Flipkart,Bangalore,angela36@example.net
ORD10102,2026-04-10,SKU006,Power Bank,1,1299,1299,Website,Hyderabad,lbyrd@example.net
ORD10103,2026-04-10,SKU004,USB-C Cable,1,299,299,Flipkart,Delhi,richard04@example.com
ORD10104,2026-04-10,SKU004,USB-C Cable,1,299,299,Website,Chennai,russellcarpenter@example.net
ORD10105,2026-04-10,SKU006,Power Bank,1,1299,1299,Website,Chennai,steven73@example.net
ORD10106,2026-04-10,SKU005,Smart Watch,1,4999,4999,Flipkart,Bangalore,yleon@example.net
ORD10107,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,donnacampbell@example.net
ORD10108,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Chennai,clarence34@example.org
ORD10109,2026-04-10,SKU003,Laptop Stand,1,1899,1899,Amazon,Hyderabad,dylanwilliams@example.com
ORD10110,2026-04-10,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Hyderabad,gibsonolivia@example.net
ORD10111,2026-04-10,SKU006,Power Bank,1,1299,1299,Flipkart,Chennai,jennifercruz@example.com
ORD10112,2026-04-10,SKU004,USB-C Cable,1,299,299,Mobile App,Chennai,dylanwatts@example.org
ORD10113,2026-04-10,SKU002,Phone Case,1,399,399,Amazon,Delhi,zrobinson@example.net
ORD10114,2026-04-10,SKU004,USB-C Cable,1,299,299,Mobile App,Kolkata,pwilliams@example.org
ORD10115,2026-04-10,SKU004,USB-C Cable,1,299,299,Website,Mumbai,danderson@example.net
ORD10116,2026-04-10,SKU008,Screen Protector,1,199,199,Website,Hyderabad,stephanie79@example.net
ORD10117,2026-04-10,SKU007,Bluetooth Speaker,2,2499,4998,Mobile App,Chennai,jrivas@example.com
ORD10118,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,juliawells@example.com
ORD10119,2026-04-10,SKU001,Wireless Earbuds,2,1499,2998,Website,Kolkata,maryramirez@example.net
ORD10120,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Delhi,rsims@example.com
ORD10121,2026-04-10,SKU004,USB-C Cable,3,299,897,Website,Hyderabad,reevesjimmy@example.com
ORD10122,2026-04-10,SKU003,Laptop Stand,2,1899,3798,Amazon,Kolkata,patricia12@example.org
ORD10123,2026-04-10,SKU008,Screen Protector,1,199,199,Flipkart,Kolkata,patrickhernandez@example.org
ORD10124,2026-04-10,SKU008,Screen Protector,2,199,398,Flipkart,Hyderabad,perrymark@example.com
ORD10125,2026-04-10,SKU005,Smart Watch,2,4999,9998,Amazon,Kolkata,abrown@example.com
ORD10126,2026-04-10,SKU008,Screen Protector,1,199,199,Amazon,Hyderabad,gateskathy@example.com
ORD10127,2026-04-10,SKU002,Phone Case,2,399,798,Mobile App,Bangalore,wsmith@example.com
ORD10128,2026-04-10,SKU006,Power Bank,1,1299,1299,Website,Mumbai,acastaneda@example.net
ORD10129,2026-04-10,SKU003,Laptop Stand,1,1899,1899,Mobile App,Chennai,tracynelson@example.com
ORD10130,2026-04-10,SKU004,USB-C Cable,1,299,299,Flipkart,Bangalore,priceelizabeth@example.com
ORD10131,2026-04-10,SKU008,Screen Protector,1,199,199,Mobile App,Kolkata,marycalhoun@example.net
ORD10132,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Website,Kolkata,meadowsbrittany@example.net
ORD10133,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Bangalore,millerroy@example.com
ORD10134,2026-04-10,SKU007,Bluetooth Speaker,2,2499,4998,Flipkart,Pune,brentgray@example.org
ORD10135,2026-04-10,SKU004,USB-C Cable,1,299,299,Amazon,Hyderabad,wmurphy@example.com
ORD10136,2026-04-10,SKU008,Screen Protector,1,199,199,Amazon,Chennai,karen64@example.org
ORD10137,2026-04-10,SKU007,Bluetooth Speaker,2,2499,4998,Flipkart,Mumbai,ismith@example.org
ORD10138,2026-04-10,SKU001,Wireless Earbuds,3,1499,4497,Website,Delhi,jeffrey10@example.org
ORD10139,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Mumbai,jamessmith@example.org
ORD10140,2026-04-10,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Mumbai,davidcaldwell@example.net
ORD10141,2026-04-10,SKU008,Screen Protector,1,199,199,Flipkart,Bangalore,stevenscott@example.com
ORD10142,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Website,Hyderabad,catherinestuart@example.net
ORD10143,2026-04-10,SKU001,Wireless Earbuds,2,1499,2998,Website,Bangalore,stricklandfrank@example.com
ORD10144,2026-04-10,SKU004,USB-C Cable,1,299,299,Website,Kolkata,lanesarah@example.net
ORD10145,2026-04-10,SKU001,Wireless Earbuds,3,1499,4497,Mobile App,Kolkata,tsanders@example.org
ORD10146,2026-04-10,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Mumbai,vargasmaria@example.org
ORD10147,2026-04-10,SKU008,Screen Protector,1,199,199,Mobile App,Hyderabad,terrykevin@example.net
ORD10148,2026-04-10,SKU005,Smart Watch,2,4999,9998,Mobile App,Pune,hoganashlee@example.org
ORD10149,2026-04-10,SKU002,Phone Case,2,399,798,Mobile App,Bangalore,amanda51@example.net
ORD10150,2026-04-10,SKU002,Phone Case,1,399,399,Amazon,Pune,alexander67@example.org
ORD10151,2026-04-10,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Delhi,oyu@example.com
ORD10152,2026-04-11,SKU004,USB-C Cable,1,299,299,Amazon,Kolkata,ryangross@example.net
ORD10153,2026-04-11,SKU002,Phone Case,2,399,798,Website,Bangalore,christina87@example.com
ORD10154,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Website,Pune,lpetersen@example.com
ORD10155,2026-04-11,SKU006,Power Bank,1,1299,1299,Flipkart,Kolkata,melissa14@example.com
ORD10156,2026-04-11,SKU008,Screen Protector,1,199,199,Amazon,Chennai,karenhudson@example.net
ORD10157,2026-04-11,SKU008,Screen Protector,2,199,398,Flipkart,Mumbai,frogers@example.com
ORD10158,2026-04-11,SKU005,Smart Watch,1,4999,4999,Flipkart,Hyderabad,tonykelly@example.com
ORD10159,2026-04-11,SKU007,Bluetooth Speaker,2,2499,4998,Amazon,Bangalore,joshua94@example.net
ORD10160,2026-04-11,SKU004,USB-C Cable,2,299,598,Website,Bangalore,blackjames@example.org
ORD10161,2026-04-11,SKU008,Screen Protector,1,199,199,Flipkart,Pune,wfreeman@example.org
ORD10162,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Kolkata,fbrewer@example.com
ORD10163,2026-04-11,SKU006,Power Bank,1,1299,1299,Mobile App,Bangalore,davisjeffrey@example.net
ORD10164,2026-04-11,SKU005,Smart Watch,1,4999,4999,Amazon,Pune,kevinperkins@example.com
ORD10165,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Delhi,ronald85@example.com
ORD10166,2026-04-11,SKU004,USB-C Cable,2,299,598,Flipkart,Pune,qnelson@example.org
ORD10167,2026-04-11,SKU004,USB-C Cable,1,299,299,Flipkart,Hyderabad,griffithleslie@example.net
ORD10168,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Hyderabad,jamesrodgers@example.com
ORD10169,2026-04-11,SKU004,USB-C Cable,1,299,299,Amazon,Hyderabad,tina34@example.org
ORD10170,2026-04-11,SKU006,Power Bank,1,1299,1299,Amazon,Bangalore,harry08@example.org
ORD10171,2026-04-11,SKU008,Screen Protector,1,199,199,Amazon,Mumbai,brandon08@example.com
ORD10172,2026-04-11,SKU002,Phone Case,2,399,798,Amazon,Delhi,danamullins@example.org
ORD10173,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Flipkart,Bangalore,andrewstaylor@example.com
ORD10174,2026-04-11,SKU005,Smart Watch,4,4999,19996,Mobile App,Bangalore,jack04@example.com
ORD10175,2026-04-11,SKU004,USB-C Cable,1,299,299,Amazon,Delhi,shortrichard@example.org
ORD10176,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Website,Pune,hernandezlisa@example.com
ORD10177,2026-04-11,SKU005,Smart Watch,1,4999,4999,Mobile App,Chennai,mcknightdavid@example.com
ORD10178,2026-04-11,SKU008,Screen Protector,1,199,199,Website,Pune,kimberlyjames@example.com
ORD10179,2026-04-11,SKU005,Smart Watch,1,4999,4999,Flipkart,Bangalore,michelle64@example.net
ORD10180,2026-04-11,SKU003,Laptop Stand,3,1899,5697,Amazon,Kolkata,lynchjody@example.org
ORD10181,2026-04-11,SKU008,Screen Protector,1,199,199,Website,Hyderabad,josephmiller@example.org
ORD10182,2026-04-11,SKU008,Screen Protector,1,199,199,Website,Mumbai,andreamoore@example.com
ORD10183,2026-04-11,SKU003,Laptop Stand,2,1899,3798,Amazon,Delhi,enorris@example.com
ORD10184,2026-04-11,SKU004,USB-C Cable,1,299,299,Flipkart,Pune,halljasmine@example.net
ORD10185,2026-04-11,SKU004,USB-C Cable,2,299,598,Flipkart,Hyderabad,ojones@example.com
ORD10186,2026-04-11,SKU008,Screen Protector,1,199,199,Flipkart,Bangalore,ronaldstephens@example.net
ORD10187,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Website,Kolkata,rebekahserrano@example.org
ORD10188,2026-04-11,SKU004,USB-C Cable,1,299,299,Amazon,Chennai,martinkyle@example.net
ORD10189,2026-04-11,SKU002,Phone Case,1,399,399,Mobile App,Pune,scott74@example.net
ORD10190,2026-04-11,SKU002,Phone Case,1,399,399,Flipkart,Hyderabad,gbender@example.net
ORD10191,2026-04-11,SKU008,Screen Protector,1,199,199,Mobile App,Bangalore,mkim@example.org
ORD10192,2026-04-11,SKU005,Smart Watch,2,4999,9998,Flipkart,Delhi,mnavarro@example.com
ORD10193,2026-04-11,SKU004,USB-C Cable,3,299,897,Mobile App,Hyderabad,davissuzanne@example.net
ORD10194,2026-04-11,SKU002,Phone Case,1,399,399,Mobile App,Bangalore,keyemily@example.com
ORD10195,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Mobile App,Kolkata,hinesgregory@example.net
ORD10196,2026-04-11,SKU005,Smart Watch,1,4999,4999,Amazon,Hyderabad,lmoon@example.net
ORD10197,2026-04-11,SKU002,Phone Case,1,399,399,Amazon,Chennai,fwalters@example.org
ORD10198,2026-04-11,SKU007,Bluetooth Speaker,3,2499,7497,Flipkart,Hyderabad,vbailey@example.com
ORD10199,2026-04-11,SKU002,Phone Case,1,399,399,Flipkart,Chennai,hodgemark@example.net
ORD10200,2026-04-11,SKU006,Power Bank,1,1299,1299,Website,Delhi,zroberts@example.net
ORD10201,2026-04-11,SKU004,USB-C Cable,3,299,897,Website,Kolkata,gibsonleonard@example.com
ORD10202,2026-04-11,SKU005,Smart Watch,1,4999,4999,Mobile App,Hyderabad,cordovarichard@example.net
ORD10203,2026-04-11,SKU008,Screen Protector,3,199,597,Mobile App,Pune,sandovalamy@example.com
ORD10204,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Delhi,lopezmichael@example.com
ORD10205,2026-04-11,SKU008,Screen Protector,1,199,199,Amazon,Bangalore,nwolf@example.com
ORD10206,2026-04-11,SKU002,Phone Case,2,399,798,Amazon,Hyderabad,sarakim@example.net
ORD10207,2026-04-11,SKU008,Screen Protector,1,199,199,Flipkart,Kolkata,omartinez@example.net
ORD10208,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Bangalore,jennifercollins@example.org
ORD10209,2026-04-11,SKU006,Power Bank,1,1299,1299,Flipkart,Kolkata,hdavis@example.com
ORD10210,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Flipkart,Hyderabad,hollanderic@example.net
ORD10211,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Amazon,Pune,william46@example.com
ORD10212,2026-04-11,SKU008,Screen Protector,1,199,199,Website,Mumbai,jsanchez@example.org
ORD10213,2026-04-11,SKU005,Smart Watch,1,4999,4999,Amazon,Hyderabad,mlee@example.net
ORD10214,2026-04-11,SKU008,Screen Protector,1,199,199,Mobile App,Chennai,michellehill@example.com
ORD10215,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Website,Pune,sarah84@example.org
ORD10216,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Website,Hyderabad,jessica99@example.net
ORD10217,2026-04-11,SKU002,Phone Case,1,399,399,Mobile App,Hyderabad,cgrimes@example.net
ORD10218,2026-04-11,SKU005,Smart Watch,1,4999,4999,Amazon,Hyderabad,jreed@example.net
ORD10219,2026-04-11,SKU008,Screen Protector,4,199,796,Mobile App,Hyderabad,ugibson@example.org
ORD10220,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Mobile App,Kolkata,ashleyhall@example.com
ORD10221,2026-04-11,SKU002,Phone Case,1,399,399,Flipkart,Bangalore,floresthomas@example.com
ORD10222,2026-04-11,SKU005,Smart Watch,2,4999,9998,Amazon,Chennai,ymcneil@example.net
ORD10223,2026-04-11,SKU005,Smart Watch,2,4999,9998,Flipkart,Kolkata,tylerjohnson@example.net
ORD10224,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Flipkart,Bangalore,molly71@example.net
ORD10225,2026-04-11,SKU006,Power Bank,1,1299,1299,Flipkart,Hyderabad,jsmith@example.com
ORD10226,2026-04-11,SKU006,Power Bank,2,1299,2598,Mobile App,Pune,charlesharrington@example.com
ORD10227,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Flipkart,Delhi,cindy61@example.com
ORD10228,2026-04-11,SKU006,Power Bank,2,1299,2598,Flipkart,Hyderabad,ofinley@example.net
ORD10229,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Website,Mumbai,cbrennan@example.net
ORD10230,2026-04-11,SKU006,Power Bank,2,1299,2598,Flipkart,Delhi,younggabrielle@example.com
ORD10231,2026-04-11,SKU008,Screen Protector,1,199,199,Mobile App,Hyderabad,juliehamilton@example.org
ORD10232,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Amazon,Bangalore,wallaceheather@example.org
ORD10233,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Kolkata,nguyenbrian@example.com
ORD10234,2026-04-11,SKU007,Bluetooth Speaker,3,2499,7497,Flipkart,Kolkata,ryan38@example.com
ORD10235,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Mobile App,Chennai,georgemiller@example.com
ORD10236,2026-04-11,SKU005,Smart Watch,4,4999,19996,Website,Hyderabad,tyleraguilar@example.org
ORD10237,2026-04-11,SKU002,Phone Case,2,399,798,Website,Hyderabad,dlittle@example.com
ORD10238,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Website,Delhi,nolansteven@example.com
ORD10239,2026-04-11,SKU006,Power Bank,2,1299,2598,Amazon,Bangalore,charleslandry@example.net
ORD10240,2026-04-11,SKU006,Power Bank,1,1299,1299,Mobile App,Pune,danielle64@example.com
ORD10241,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Mumbai,james67@example.org
ORD10242,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Flipkart,Pune,patrickhoward@example.com
ORD10243,2026-04-11,SKU004,USB-C Cable,1,299,299,Mobile App,Mumbai,andrew64@example.org
ORD10244,2026-04-11,SKU008,Screen Protector,1,199,199,Flipkart,Bangalore,lozanojulie@example.com
ORD10245,2026-04-11,SKU001,Wireless Earbuds,2,1499,2998,Flipkart,Bangalore,catherinegomez@example.net
ORD10246,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Amazon,Pune,christinebyrd@example.net
ORD10247,2026-04-11,SKU005,Smart Watch,1,4999,4999,Flipkart,Chennai,courtneyberger@example.net
ORD10248,2026-04-11,SKU005,Smart Watch,1,4999,4999,Amazon,Mumbai,parkerscott@example.net
ORD10249,2026-04-11,SKU007,Bluetooth Speaker,2,2499,4998,Website,Mumbai,jessica14@example.com
ORD10250,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Amazon,Chennai,ithompson@example.net
ORD10251,2026-04-11,SKU005,Smart Watch,1,4999,4999,Flipkart,Bangalore,alyssa42@example.com
ORD10252,2026-04-11,SKU001,Wireless Earbuds,1,1499,1499,Website,Pune,scoffey@example.net
ORD10253,2026-04-11,SKU008,Screen Protector,2,199,398,Amazon,Kolkata,linda71@example.org
ORD10254,2026-04-11,SKU004,USB-C Cable,1,299,299,Amazon,Mumbai,michelleramsey@example.com
ORD10255,2026-04-11,SKU004,USB-C Cable,1,299,299,Mobile App,Chennai,christopher60@example.com
ORD10256,2026-04-11,SKU002,Phone Case,3,399,1197,Website,Bangalore,gibsonemily@example.net
ORD10257,2026-04-11,SKU008,Screen Protector,1,199,199,Amazon,Chennai,brenda51@example.net
ORD10258,2026-04-11,SKU003,Laptop Stand,1,1899,1899,Amazon,Bangalore,thomasharvey@example.net
ORD10259,2026-04-11,SKU007,Bluetooth Speaker,1,2499,2499,Mobile App,Kolkata,rose31@example.net
